dataset,idx,variant_id,transform,target,validation_note,semantic_decision,syntax_risk,audit_rationale,changed,line_count,char_count,code_hash
codexglue,2818,2818__identifier_renaming,identifier_renaming,0,renamed simple identifier,preserved_with_precondition,medium,Applies deterministic local identifier renaming under the transformation preconditions; external symbols and keywords are left unchanged.,True,539,7766,6aefdbbda74e
codexglue,21583,21583__identifier_renaming,identifier_renaming,1,renamed simple identifier,preserved_with_precondition,medium,Applies deterministic local identifier renaming under the transformation preconditions; external symbols and keywords are left unchanged.,True,25,424,08404451530d
codexglue,2895,2895__identifier_renaming,identifier_renaming,0,renamed simple identifier,preserved_with_precondition,medium,Applies deterministic local identifier renaming under the transformation preconditions; external symbols and keywords are left unchanged.,True,33,448,40dd7e739e57
codexglue,9072,9072__identifier_renaming,identifier_renaming,0,renamed simple identifier,preserved_with_precondition,medium,Applies deterministic local identifier renaming under the transformation preconditions; external symbols and keywords are left unchanged.,True,67,1173,1a835e802edc
codexglue,14126,14126__identifier_renaming,identifier_renaming,0,renamed simple identifier,preserved_with_precondition,medium,Applies deterministic local identifier renaming under the transformation preconditions; external symbols and keywords are left unchanged.,True,79,1231,671149ff16c6
codexglue,16057,16057__identifier_renaming,identifier_renaming,1,renamed simple identifier,preserved_with_precondition,medium,Applies deterministic local identifier renaming under the transformation preconditions; external symbols and keywords are left unchanged.,True,21,264,bbcc724f9b0e
codexglue,14639,14639__identifier_renaming,identifier_renaming,1,renamed simple identifier,preserved_with_precondition,medium,Applies deterministic local identifier renaming under the transformation preconditions; external symbols and keywords are left unchanged.,True,85,1223,26ca6293afbf
codexglue,27317,27317__identifier_renaming,identifier_renaming,0,renamed simple identifier,preserved_with_precondition,medium,Applies deterministic local identifier renaming under the transformation preconditions; external symbols and keywords are left unchanged.,True,95,1952,62b2bf1a5718
codexglue,25353,25353__identifier_renaming,identifier_renaming,0,renamed simple identifier,preserved_with_precondition,medium,Applies deterministic local identifier renaming under the transformation preconditions; external symbols and keywords are left unchanged.,True,225,3618,52fa05245068
codexglue,17953,17953__identifier_renaming,identifier_renaming,0,renamed simple identifier,preserved_with_precondition,medium,Applies deterministic local identifier renaming under the transformation preconditions; external symbols and keywords are left unchanged.,True,273,4647,a77b226964b0
codexglue,11400,11400__identifier_renaming,identifier_renaming,0,renamed simple identifier,preserved_with_precondition,medium,Applies deterministic local identifier renaming under the transformation preconditions; external symbols and keywords are left unchanged.,True,51,690,fa663133fd1e
codexglue,26568,26568__identifier_renaming,identifier_renaming,0,renamed simple identifier,preserved_with_precondition,medium,Applies deterministic local identifier renaming under the transformation preconditions; external symbols and keywords are left unchanged.,True,91,1666,004e5d6f8f0a
codexglue,5508,5508__identifier_renaming,identifier_renaming,1,renamed simple identifier,preserved_with_precondition,medium,Applies deterministic local identifier renaming under the transformation preconditions; external symbols and keywords are left unchanged.,True,44,645,7b931f1bb9b7
codexglue,11117,11117__identifier_renaming,identifier_renaming,1,renamed simple identifier,preserved_with_precondition,medium,Applies deterministic local identifier renaming under the transformation preconditions; external symbols and keywords are left unchanged.,True,27,414,09de2b4e9857
codexglue,4009,4009__identifier_renaming,identifier_renaming,1,renamed simple identifier,preserved_with_precondition,medium,Applies deterministic local identifier renaming under the transformation preconditions; external symbols and keywords are left unchanged.,True,107,1639,f3b535b91813
codexglue,262,262__identifier_renaming,identifier_renaming,1,renamed simple identifier,preserved_with_precondition,medium,Applies deterministic local identifier renaming under the transformation preconditions; external symbols and keywords are left unchanged.,True,34,974,23b38b23abf2
codexglue,10849,10849__identifier_renaming,identifier_renaming,1,renamed simple identifier,preserved_with_precondition,medium,Applies deterministic local identifier renaming under the transformation preconditions; external symbols and keywords are left unchanged.,True,31,394,5979962b71e5
codexglue,26110,26110__identifier_renaming,identifier_renaming,1,renamed simple identifier,preserved_with_precondition,medium,Applies deterministic local identifier renaming under the transformation preconditions; external symbols and keywords are left unchanged.,True,61,1516,66cb4822d45c
codexglue,24328,24328__identifier_renaming,identifier_renaming,1,renamed simple identifier,preserved_with_precondition,medium,Applies deterministic local identifier renaming under the transformation preconditions; external symbols and keywords are left unchanged.,True,41,595,325cdf4a6ea2
codexglue,3517,3517__identifier_renaming,identifier_renaming,0,renamed simple identifier,preserved_with_precondition,medium,Applies deterministic local identifier renaming under the transformation preconditions; external symbols and keywords are left unchanged.,True,569,12355,37e66e770076
codexglue,22966,22966__identifier_renaming,identifier_renaming,1,renamed simple identifier,preserved_with_precondition,medium,Applies deterministic local identifier renaming under the transformation preconditions; external symbols and keywords are left unchanged.,True,185,3776,a23f109b8295
codexglue,8313,8313__identifier_renaming,identifier_renaming,0,renamed simple identifier,preserved_with_precondition,medium,Applies deterministic local identifier renaming under the transformation preconditions; external symbols and keywords are left unchanged.,True,27,512,03c565d12e72
codexglue,24292,24292__identifier_renaming,identifier_renaming,1,renamed simple identifier,preserved_with_precondition,medium,Applies deterministic local identifier renaming under the transformation preconditions; external symbols and keywords are left unchanged.,True,24,314,3149b1d48332
codexglue,24087,24087__identifier_renaming,identifier_renaming,0,renamed simple identifier,preserved_with_precondition,medium,Applies deterministic local identifier renaming under the transformation preconditions; external symbols and keywords are left unchanged.,True,21,231,830b0346c72c
codexglue,6775,6775__identifier_renaming,identifier_renaming,1,renamed simple identifier,preserved_with_precondition,medium,Applies deterministic local identifier renaming under the transformation preconditions; external symbols and keywords are left unchanged.,True,33,477,f62cbc5a1eeb
codexglue,15206,15206__identifier_renaming,identifier_renaming,1,renamed simple identifier,preserved_with_precondition,medium,Applies deterministic local identifier renaming under the transformation preconditions; external symbols and keywords are left unchanged.,True,193,2999,f4e4a521e618
codexglue,16752,16752__safe_dead_code_carrier,safe_dead_code_carrier,0,compile-time unreachable carrier inserted,preserved_with_precondition,low,"Adds a compile-time dead-code carrier guarded by a constant-false condition, with no reachable side effects.",True,73,1234,e89b4ccb9db2
codexglue,21413,21413__safe_dead_code_carrier,safe_dead_code_carrier,0,compile-time unreachable carrier inserted,preserved_with_precondition,low,"Adds a compile-time dead-code carrier guarded by a constant-false condition, with no reachable side effects.",True,103,1567,1628aac55331
codexglue,4521,4521__safe_dead_code_carrier,safe_dead_code_carrier,1,compile-time unreachable carrier inserted,preserved_with_precondition,low,"Adds a compile-time dead-code carrier guarded by a constant-false condition, with no reachable side effects.",True,171,2860,ad11ea61e210
codexglue,1434,1434__safe_dead_code_carrier,safe_dead_code_carrier,1,compile-time unreachable carrier inserted,preserved_with_precondition,low,"Adds a compile-time dead-code carrier guarded by a constant-false condition, with no reachable side effects.",True,136,2935,2f68fa13fe7f
codexglue,1469,1469__safe_dead_code_carrier,safe_dead_code_carrier,1,compile-time unreachable carrier inserted,preserved_with_precondition,low,"Adds a compile-time dead-code carrier guarded by a constant-false condition, with no reachable side effects.",True,151,2492,ede927448015
codexglue,21135,21135__safe_dead_code_carrier,safe_dead_code_carrier,1,compile-time unreachable carrier inserted,preserved_with_precondition,low,"Adds a compile-time dead-code carrier guarded by a constant-false condition, with no reachable side effects.",True,35,497,c1e9b42ff00b
codexglue,14521,14521__safe_dead_code_carrier,safe_dead_code_carrier,1,compile-time unreachable carrier inserted,preserved_with_precondition,low,"Adds a compile-time dead-code carrier guarded by a constant-false condition, with no reachable side effects.",True,187,2868,3480283815e3
codexglue,10278,10278__safe_dead_code_carrier,safe_dead_code_carrier,0,compile-time unreachable carrier inserted,preserved_with_precondition,low,"Adds a compile-time dead-code carrier guarded by a constant-false condition, with no reachable side effects.",True,55,914,d37370ea5a3a
codexglue,11592,11592__safe_dead_code_carrier,safe_dead_code_carrier,0,compile-time unreachable carrier inserted,preserved_with_precondition,low,"Adds a compile-time dead-code carrier guarded by a constant-false condition, with no reachable side effects.",True,97,1586,49dee9272551
codexglue,12451,12451__safe_dead_code_carrier,safe_dead_code_carrier,0,compile-time unreachable carrier inserted,preserved_with_precondition,low,"Adds a compile-time dead-code carrier guarded by a constant-false condition, with no reachable side effects.",True,933,21114,52527c0b6533
codexglue,7916,7916__safe_dead_code_carrier,safe_dead_code_carrier,1,compile-time unreachable carrier inserted,preserved_with_precondition,low,"Adds a compile-time dead-code carrier guarded by a constant-false condition, with no reachable side effects.",True,131,2201,2c832417a0a3
codexglue,7866,7866__safe_dead_code_carrier,safe_dead_code_carrier,0,compile-time unreachable carrier inserted,preserved_with_precondition,low,"Adds a compile-time dead-code carrier guarded by a constant-false condition, with no reachable side effects.",True,55,1075,a32d6cdb2a17
codexglue,15987,15987__safe_dead_code_carrier,safe_dead_code_carrier,1,compile-time unreachable carrier inserted,preserved_with_precondition,low,"Adds a compile-time dead-code carrier guarded by a constant-false condition, with no reachable side effects.",True,93,1625,2be09320f336
codexglue,15524,15524__safe_dead_code_carrier,safe_dead_code_carrier,0,compile-time unreachable carrier inserted,preserved_with_precondition,low,"Adds a compile-time dead-code carrier guarded by a constant-false condition, with no reachable side effects.",True,15,402,cb257fdf1833
codexglue,14469,14469__safe_dead_code_carrier,safe_dead_code_carrier,1,compile-time unreachable carrier inserted,preserved_with_precondition,low,"Adds a compile-time dead-code carrier guarded by a constant-false condition, with no reachable side effects.",True,47,701,cd44db888ba2
codexglue,14362,14362__safe_dead_code_carrier,safe_dead_code_carrier,1,compile-time unreachable carrier inserted,preserved_with_precondition,low,"Adds a compile-time dead-code carrier guarded by a constant-false condition, with no reachable side effects.",True,22,336,7867475aacc6
codexglue,21828,21828__safe_dead_code_carrier,safe_dead_code_carrier,0,compile-time unreachable carrier inserted,preserved_with_precondition,low,"Adds a compile-time dead-code carrier guarded by a constant-false condition, with no reachable side effects.",True,77,1408,f440e5536ee3
codexglue,24588,24588__safe_dead_code_carrier,safe_dead_code_carrier,0,compile-time unreachable carrier inserted,preserved_with_precondition,low,"Adds a compile-time dead-code carrier guarded by a constant-false condition, with no reachable side effects.",True,131,2815,036b236ec60c
codexglue,16256,16256__safe_dead_code_carrier,safe_dead_code_carrier,0,compile-time unreachable carrier inserted,preserved_with_precondition,low,"Adds a compile-time dead-code carrier guarded by a constant-false condition, with no reachable side effects.",True,151,2673,4185e2fef11c
codexglue,9528,9528__safe_dead_code_carrier,safe_dead_code_carrier,1,compile-time unreachable carrier inserted,preserved_with_precondition,low,"Adds a compile-time dead-code carrier guarded by a constant-false condition, with no reachable side effects.",True,37,933,332ca586d8e2
codexglue,16419,16419__safe_dead_code_carrier,safe_dead_code_carrier,0,compile-time unreachable carrier inserted,preserved_with_precondition,low,"Adds a compile-time dead-code carrier guarded by a constant-false condition, with no reachable side effects.",True,263,4575,d448a381d456
codexglue,10316,10316__safe_dead_code_carrier,safe_dead_code_carrier,0,compile-time unreachable carrier inserted,preserved_with_precondition,low,"Adds a compile-time dead-code carrier guarded by a constant-false condition, with no reachable side effects.",True,9,162,a1be9ef2d275
codexglue,3040,3040__safe_dead_code_carrier,safe_dead_code_carrier,0,compile-time unreachable carrier inserted,preserved_with_precondition,low,"Adds a compile-time dead-code carrier guarded by a constant-false condition, with no reachable side effects.",True,13,211,9c9494bcef86
codexglue,27046,27046__safe_dead_code_carrier,safe_dead_code_carrier,0,compile-time unreachable carrier inserted,preserved_with_precondition,low,"Adds a compile-time dead-code carrier guarded by a constant-false condition, with no reachable side effects.",True,85,1465,f55eb9f6ffb1
codexglue,26183,26183__safe_dead_code_carrier,safe_dead_code_carrier,1,compile-time unreachable carrier inserted,preserved_with_precondition,low,"Adds a compile-time dead-code carrier guarded by a constant-false condition, with no reachable side effects.",True,139,3106,17754e565844
codexglue,20553,20553__safe_dead_code_carrier,safe_dead_code_carrier,0,compile-time unreachable carrier inserted,preserved_with_precondition,low,"Adds a compile-time dead-code carrier guarded by a constant-false condition, with no reachable side effects.",True,31,384,eb408e9bd807
codexglue,14387,14387__safe_dead_code_carrier,safe_dead_code_carrier,0,compile-time unreachable carrier inserted,preserved_with_precondition,low,"Adds a compile-time dead-code carrier guarded by a constant-false condition, with no reachable side effects.",True,33,513,04107e5196b6
codexglue,23052,23052__safe_dead_code_carrier,safe_dead_code_carrier,0,compile-time unreachable carrier inserted,preserved_with_precondition,low,"Adds a compile-time dead-code carrier guarded by a constant-false condition, with no reachable side effects.",True,175,2627,2b1be1138005
codexglue,13951,13951__safe_dead_code_carrier,safe_dead_code_carrier,0,compile-time unreachable carrier inserted,preserved_with_precondition,low,"Adds a compile-time dead-code carrier guarded by a constant-false condition, with no reachable side effects.",True,319,6145,b777b1734b81
codexglue,6727,6727__safe_dead_code_carrier,safe_dead_code_carrier,1,compile-time unreachable carrier inserted,preserved_with_precondition,low,"Adds a compile-time dead-code carrier guarded by a constant-false condition, with no reachable side effects.",True,77,1855,12bdd9320db0
codexglue,20105,20105__safe_dead_code_carrier,safe_dead_code_carrier,0,compile-time unreachable carrier inserted,preserved_with_precondition,low,"Adds a compile-time dead-code carrier guarded by a constant-false condition, with no reachable side effects.",True,43,736,000e2472e078
codexglue,18447,18447__safe_dead_code_carrier,safe_dead_code_carrier,1,compile-time unreachable carrier inserted,preserved_with_precondition,low,"Adds a compile-time dead-code carrier guarded by a constant-false condition, with no reachable side effects.",True,17,358,a3b6bfd29418
codexglue,7729,7729__safe_dead_code_carrier,safe_dead_code_carrier,0,compile-time unreachable carrier inserted,preserved_with_precondition,low,"Adds a compile-time dead-code carrier guarded by a constant-false condition, with no reachable side effects.",True,13,252,8c69923ddc30
codexglue,23123,23123__safe_dead_code_carrier,safe_dead_code_carrier,0,compile-time unreachable carrier inserted,preserved_with_precondition,low,"Adds a compile-time dead-code carrier guarded by a constant-false condition, with no reachable side effects.",True,43,567,cb2451d8b644
codexglue,25223,25223__safe_dead_code_carrier,safe_dead_code_carrier,0,compile-time unreachable carrier inserted,preserved_with_precondition,low,"Adds a compile-time dead-code carrier guarded by a constant-false condition, with no reachable side effects.",True,23,347,6968136049d3
codexglue,20022,20022__safe_dead_code_carrier,safe_dead_code_carrier,0,compile-time unreachable carrier inserted,preserved_with_precondition,low,"Adds a compile-time dead-code carrier guarded by a constant-false condition, with no reachable side effects.",True,599,11464,b5671341627b
codexglue,6007,6007__safe_dead_code_carrier,safe_dead_code_carrier,0,compile-time unreachable carrier inserted,preserved_with_precondition,low,"Adds a compile-time dead-code carrier guarded by a constant-false condition, with no reachable side effects.",True,23,349,39181071be5d
codexglue,2142,2142__safe_dead_code_carrier,safe_dead_code_carrier,1,compile-time unreachable carrier inserted,preserved_with_precondition,low,"Adds a compile-time dead-code carrier guarded by a constant-false condition, with no reachable side effects.",True,35,577,f8d83a342e06
codexglue,12320,12320__safe_dead_code_carrier,safe_dead_code_carrier,0,compile-time unreachable carrier inserted,preserved_with_precondition,low,"Adds a compile-time dead-code carrier guarded by a constant-false condition, with no reachable side effects.",True,19,317,ed9e283efce6
codexglue,17141,17141__safe_dead_code_carrier,safe_dead_code_carrier,0,compile-time unreachable carrier inserted,preserved_with_precondition,low,"Adds a compile-time dead-code carrier guarded by a constant-false condition, with no reachable side effects.",True,75,1029,442ef8cbf5ce
bigvul,bigvul-9a5467bf7b6e9e02ec9c3da4e23747c05faeaac6-798-after,bigvul-9a5467bf7b6e9e02ec9c3da4e23747c05faeaac6-798-after__blank_line_expansion,blank_line_expansion,0,blank lines inserted after semicolons,preserved,low,Adds whitespace after semicolon-terminated statements; no token-level control or data dependency is introduced.,True,5,100,1a096b7ae1cb
bigvul,bigvul-e21bdfb9c758ac411012ad84f83d26d3f7dd69fb-729-after,bigvul-e21bdfb9c758ac411012ad84f83d26d3f7dd69fb-729-after__blank_line_expansion,blank_line_expansion,0,blank lines inserted after semicolons,preserved,low,Adds whitespace after semicolon-terminated statements; no token-level control or data dependency is introduced.,True,9,230,c8a58a3e6c02
bigvul,bigvul-4d4f992826a4962790ecd0cce6fbba4a415ce149-1865-after,bigvul-4d4f992826a4962790ecd0cce6fbba4a415ce149-1865-after__blank_line_expansion,blank_line_expansion,0,blank lines inserted after semicolons,preserved,low,Adds whitespace after semicolon-terminated statements; no token-level control or data dependency is introduced.,True,15,192,342fcff59162
bigvul,bigvul-295c883fe3105b19bcd0f9e07d54c6b589fc5bff-734-after,bigvul-295c883fe3105b19bcd0f9e07d54c6b589fc5bff-734-after__blank_line_expansion,blank_line_expansion,0,blank lines inserted after semicolons,preserved,low,Adds whitespace after semicolon-terminated statements; no token-level control or data dependency is introduced.,True,33,1101,3e6674390bc3
bigvul,bigvul-a5cd335165e31db9dbab636fd29895d41da55dd2-1981-after,bigvul-a5cd335165e31db9dbab636fd29895d41da55dd2-1981-after__blank_line_expansion,blank_line_expansion,0,blank lines inserted after semicolons,preserved,low,Adds whitespace after semicolon-terminated statements; no token-level control or data dependency is introduced.,True,24,570,de4db90102b5
bigvul,bigvul-863d37ea66d5c960db08d6f4a2cbd2518f0f80d1-1453-after,bigvul-863d37ea66d5c960db08d6f4a2cbd2518f0f80d1-1453-after__blank_line_expansion,blank_line_expansion,0,blank lines inserted after semicolons,preserved,low,Adds whitespace after semicolon-terminated statements; no token-level control or data dependency is introduced.,True,84,1573,376114d98545
bigvul,bigvul-d42b2388f7f8e0332c846675133acea151fc557a-2430-after,bigvul-d42b2388f7f8e0332c846675133acea151fc557a-2430-after__blank_line_expansion,blank_line_expansion,0,blank lines inserted after semicolons,preserved,low,Adds whitespace after semicolon-terminated statements; no token-level control or data dependency is introduced.,True,107,3384,529412b3e9bf
bigvul,bigvul-506e9d6c2d4baaf580d489fff0690c0ff2ff588f-15-after,bigvul-506e9d6c2d4baaf580d489fff0690c0ff2ff588f-15-after__blank_line_expansion,blank_line_expansion,0,blank lines inserted after semicolons,preserved,low,Adds whitespace after semicolon-terminated statements; no token-level control or data dependency is introduced.,True,26,470,2a7bbcc4e6fe
bigvul,bigvul-550fd08c2cebad61c548def135f67aba284c6162-276-after,bigvul-550fd08c2cebad61c548def135f67aba284c6162-276-after__blank_line_expansion,blank_line_expansion,0,blank lines inserted after semicolons,preserved,low,Adds whitespace after semicolon-terminated statements; no token-level control or data dependency is introduced.,True,5,92,e18d67d3bc01
bigvul,bigvul-5c17c861a357e9458001f021a7afa7aab9937439-1428-after,bigvul-5c17c861a357e9458001f021a7afa7aab9937439-1428-after__blank_line_expansion,blank_line_expansion,0,blank lines inserted after semicolons,preserved,low,Adds whitespace after semicolon-terminated statements; no token-level control or data dependency is introduced.,True,8,131,a0381722fa43
bigvul,bigvul-5e4089659bb49b3095fa541fa6387b4c40d7396e-113-after,bigvul-5e4089659bb49b3095fa541fa6387b4c40d7396e-113-after__blank_line_expansion,blank_line_expansion,0,blank lines inserted after semicolons,preserved,low,Adds whitespace after semicolon-terminated statements; no token-level control or data dependency is introduced.,True,16,329,b82799afc789
bigvul,bigvul-ea3d1d84be3d6f97bf50e76511c9e26af6895533-480-after,bigvul-ea3d1d84be3d6f97bf50e76511c9e26af6895533-480-after__blank_line_expansion,blank_line_expansion,0,blank lines inserted after semicolons,preserved,low,Adds whitespace after semicolon-terminated statements; no token-level control or data dependency is introduced.,True,5,187,e522173bd934
bigvul,bigvul-f15133df088ecadd141ea1907f2c96df67c729f0-500-after,bigvul-f15133df088ecadd141ea1907f2c96df67c729f0-500-after__blank_line_expansion,blank_line_expansion,0,blank lines inserted after semicolons,preserved,low,Adds whitespace after semicolon-terminated statements; no token-level control or data dependency is introduced.,True,13,244,29ad0ee46c14
bigvul,bigvul-f6e9d0d9955e85bdd7540b251cd50d598dacc5e6-149-after,bigvul-f6e9d0d9955e85bdd7540b251cd50d598dacc5e6-149-after__blank_line_expansion,blank_line_expansion,0,blank lines inserted after semicolons,preserved,low,Adds whitespace after semicolon-terminated statements; no token-level control or data dependency is introduced.,True,5,118,a2347f00ea9e
bigvul,bigvul-6b7339f4c31ad69c8e9c0b2859276e22cf72176d-385-after,bigvul-6b7339f4c31ad69c8e9c0b2859276e22cf72176d-385-after__blank_line_expansion,blank_line_expansion,0,blank lines inserted after semicolons,preserved,low,Adds whitespace after semicolon-terminated statements; no token-level control or data dependency is introduced.,True,25,629,348a75565375
bigvul,bigvul-2f663de43634c1197a7a2ed8afc12cb6dc565bd0-2627-after,bigvul-2f663de43634c1197a7a2ed8afc12cb6dc565bd0-2627-after__blank_line_expansion,blank_line_expansion,0,blank lines inserted after semicolons,preserved,low,Adds whitespace after semicolon-terminated statements; no token-level control or data dependency is introduced.,True,9,231,6ad850e02257
bigvul,bigvul-2721a0148649e07ed74468f097a28899741eb58f?w=1-1238-after,bigvul-2721a0148649e07ed74468f097a28899741eb58f?w=1-1238-after__blank_line_expansion,blank_line_expansion,0,blank lines inserted after semicolons,preserved,low,Adds whitespace after semicolon-terminated statements; no token-level control or data dependency is introduced.,True,32,508,a92a259a585d
bigvul,bigvul-c839b706092583f6b12ed3cc634bf5af34b7a2bb-2875-after,bigvul-c839b706092583f6b12ed3cc634bf5af34b7a2bb-2875-after__blank_line_expansion,blank_line_expansion,0,blank lines inserted after semicolons,preserved,low,Adds whitespace after semicolon-terminated statements; no token-level control or data dependency is introduced.,True,20,466,fe2339e47205
bigvul,bigvul-954d75b2b64e4799f360d2a6bf9cff6d9fee37e7-495-after,bigvul-954d75b2b64e4799f360d2a6bf9cff6d9fee37e7-495-after__blank_line_expansion,blank_line_expansion,0,blank lines inserted after semicolons,preserved,low,Adds whitespace after semicolon-terminated statements; no token-level control or data dependency is introduced.,True,21,497,1d64e4603993
bigvul,bigvul-54d83fc74aa9ec72794373cb47432c5f7fb1a309-131-after,bigvul-54d83fc74aa9ec72794373cb47432c5f7fb1a309-131-after__blank_line_expansion,blank_line_expansion,0,blank lines inserted after semicolons,preserved,low,Adds whitespace after semicolon-terminated statements; no token-level control or data dependency is introduced.,True,10,287,67a7c2015718
bigvul,bigvul-124eb202e70678539544f6268efc98131f19fa49-1832-after,bigvul-124eb202e70678539544f6268efc98131f19fa49-1832-after__blank_line_expansion,blank_line_expansion,0,blank lines inserted after semicolons,preserved,low,Adds whitespace after semicolon-terminated statements; no token-level control or data dependency is introduced.,True,47,1213,60df41cd10f1
bigvul,bigvul-a4acc2991a60408f2044b2a3b19817074c04b751-658-after,bigvul-a4acc2991a60408f2044b2a3b19817074c04b751-658-after__blank_line_expansion,blank_line_expansion,0,blank lines inserted after semicolons,preserved,low,Adds whitespace after semicolon-terminated statements; no token-level control or data dependency is introduced.,True,21,518,22d94719a8d7
bigvul,bigvul-e89086e09a38cc6713bcd4b9c29abf92cf393936-2116-after,bigvul-e89086e09a38cc6713bcd4b9c29abf92cf393936-2116-after__blank_line_expansion,blank_line_expansion,0,blank lines inserted after semicolons,preserved,low,Adds whitespace after semicolon-terminated statements; no token-level control or data dependency is introduced.,True,15,254,0cb61d27c102
bigvul,bigvul-54d83fc74aa9ec72794373cb47432c5f7fb1a309-131-before,bigvul-54d83fc74aa9ec72794373cb47432c5f7fb1a309-131-before__blank_line_expansion,blank_line_expansion,1,blank lines inserted after semicolons,preserved,low,Adds whitespace after semicolon-terminated statements; no token-level control or data dependency is introduced.,True,8,167,aefa0805fc5e
bigvul,bigvul-26f670a244982335cc08943fb1ec099a2c81e42d-498-after,bigvul-26f670a244982335cc08943fb1ec099a2c81e42d-498-after__blank_line_expansion,blank_line_expansion,0,blank lines inserted after semicolons,preserved,low,Adds whitespace after semicolon-terminated statements; no token-level control or data dependency is introduced.,True,11,278,eae8bd541a85
bigvul,bigvul-65c49d5b382de4085ee5668732bcb0f6ecaf7148-864-after,bigvul-65c49d5b382de4085ee5668732bcb0f6ecaf7148-864-after__blank_line_expansion,blank_line_expansion,0,blank lines inserted after semicolons,preserved,low,Adds whitespace after semicolon-terminated statements; no token-level control or data dependency is introduced.,True,46,817,d97d7044b706
bigvul,bigvul-f911e11e7f6b5c0d6f5ee694a9871de6619889f7-1233-after,bigvul-f911e11e7f6b5c0d6f5ee694a9871de6619889f7-1233-after__blank_line_expansion,blank_line_expansion,0,blank lines inserted after semicolons,preserved,low,Adds whitespace after semicolon-terminated statements; no token-level control or data dependency is introduced.,True,8,176,a235e77b3f8b
bigvul,bigvul-baff42ab1494528907bf4d5870359e31711746ae-701-after,bigvul-baff42ab1494528907bf4d5870359e31711746ae-701-after__blank_line_expansion,blank_line_expansion,0,blank lines inserted after semicolons,preserved,low,Adds whitespace after semicolon-terminated statements; no token-level control or data dependency is introduced.,True,11,182,7d77bb10b0c7
bigvul,bigvul-c3957448cfc6e299165196a33cd954b790875fdb-366-after,bigvul-c3957448cfc6e299165196a33cd954b790875fdb-366-after__blank_line_expansion,blank_line_expansion,0,blank lines inserted after semicolons,preserved,low,Adds whitespace after semicolon-terminated statements; no token-level control or data dependency is introduced.,True,5,137,7ee0d91416bf
bigvul,bigvul-c5d72beaab1cbbbe68271f4bc4b6670d69985157-2219-after,bigvul-c5d72beaab1cbbbe68271f4bc4b6670d69985157-2219-after__blank_line_expansion,blank_line_expansion,0,blank lines inserted after semicolons,preserved,low,Adds whitespace after semicolon-terminated statements; no token-level control or data dependency is introduced.,True,23,543,f13deb2e7095
bigvul,bigvul-4a1d704194a441bf83c636004a479e01360ec850-1381-after,bigvul-4a1d704194a441bf83c636004a479e01360ec850-1381-after__blank_line_expansion,blank_line_expansion,0,blank lines inserted after semicolons,preserved,low,Adds whitespace after semicolon-terminated statements; no token-level control or data dependency is introduced.,True,22,498,9623fc67bf42
bigvul,bigvul-0d7717faeaef5b72434632c95c78bee4883e2573-1376-after,bigvul-0d7717faeaef5b72434632c95c78bee4883e2573-1376-after__blank_line_expansion,blank_line_expansion,0,blank lines inserted after semicolons,preserved,low,Adds whitespace after semicolon-terminated statements; no token-level control or data dependency is introduced.,True,12,328,1f9cd616e025
bigvul,bigvul-5d26a105b5a73e5635eae0629b42fa0a90e07b7b-256-after,bigvul-5d26a105b5a73e5635eae0629b42fa0a90e07b7b-256-after__blank_line_expansion,blank_line_expansion,0,blank lines inserted after semicolons,preserved,low,Adds whitespace after semicolon-terminated statements; no token-level control or data dependency is introduced.,True,9,200,bf356a77b39e
bigvul,bigvul-5d78b84d39bd34bc9fce9d01c0dcd5a22a330d34-2252-after,bigvul-5d78b84d39bd34bc9fce9d01c0dcd5a22a330d34-2252-after__blank_line_expansion,blank_line_expansion,0,blank lines inserted after semicolons,preserved,low,Adds whitespace after semicolon-terminated statements; no token-level control or data dependency is introduced.,True,23,779,0a6a340410a3
bigvul,bigvul-eb4bcacd683a68534bbe2e4d8d6eeafafc7f57ba-2523-after,bigvul-eb4bcacd683a68534bbe2e4d8d6eeafafc7f57ba-2523-after__blank_line_expansion,blank_line_expansion,0,blank lines inserted after semicolons,preserved,low,Adds whitespace after semicolon-terminated statements; no token-level control or data dependency is introduced.,True,20,694,8cd14848150d
bigvul,bigvul-08f0d612f2a4039aaf6733d4e8d0a67614941378-422-after,bigvul-08f0d612f2a4039aaf6733d4e8d0a67614941378-422-after__blank_line_expansion,blank_line_expansion,0,blank lines inserted after semicolons,preserved,low,Adds whitespace after semicolon-terminated statements; no token-level control or data dependency is introduced.,True,13,482,8d160fb362fa
bigvul,bigvul-9d4853418ab2f754c2b63e091c29c5529b8b86ca-1435-after,bigvul-9d4853418ab2f754c2b63e091c29c5529b8b86ca-1435-after__blank_line_expansion,blank_line_expansion,0,blank lines inserted after semicolons,preserved,low,Adds whitespace after semicolon-terminated statements; no token-level control or data dependency is introduced.,True,14,182,442be4caab63
bigvul,bigvul-7ca3e5279d05fceb1e8a043c6f5b6f58dea3ed38-1953-after,bigvul-7ca3e5279d05fceb1e8a043c6f5b6f58dea3ed38-1953-after__blank_line_expansion,blank_line_expansion,0,blank lines inserted after semicolons,preserved,low,Adds whitespace after semicolon-terminated statements; no token-level control or data dependency is introduced.,True,77,1703,f2871294ec07
